id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
3770,Wanda,Flores,wanda.flores.3770@gslingacademy.com,female,False,7,False,13,Designer,84,79,82,70,91,86,91
3771,Ebony,Sparks,ebony.sparks.3771@gslingacademy.com,female,False,3,False,22,Designer,92,91,68,77,76,79,71
3772,Craig,Harper,craig.harper.3772@gslingacademy.com,male,False,4,False,15,Designer,70,91,80,78,84,97,70
3773,Jeffrey,Best,jeffrey.best.3773@gslingacademy.com,male,False,3,False,22,Designer,82,92,76,88,94,80,88
3774,Mackenzie,Hanna,mackenzie.hanna.3774@gslingacademy.com,female,False,2,False,24,Designer,76,73,76,78,81,81,82
3775,Roger,Fleming,roger.fleming.3775@gslingacademy.com,male,False,3,True,21,Designer,78,83,70,80,75,96,82
3776,Marco,Schneider,marco.schneider.3776@gslingacademy.com,male,False,3,False,20,Designer,99,66,80,76,82,76,75
3777,Gabriel,Park,gabriel.park.3777@gslingacademy.com,male,False,1,False,19,Designer,98,73,68,65,84,78,87
3778,Rafael,Clark,rafael.clark.3778@gslingacademy.com,male,False,0,False,36,Designer,90,60,71,100,95,75,93
3779,Marcos,Powell,marcos.powell.3779@gslingacademy.com,male,False,2,False,6,Designer,75,80,84,93,80,99,81
3780,Nathan,Castro,nathan.castro.3780@gslingacademy.com,male,True,3,False,16,Designer,65,82,84,79,100,96,85
3781,Alexandra,Gentry,alexandra.gentry.3781@gslingacademy.com,female,False,2,True,14,Designer,91,83,66,89,76,78,89
3782,Jenna,Le,jenna.le.3782@gslingacademy.com,female,False,2,False,17,Designer,74,90,61,88,73,76,83
3783,Dawn,Cruz,dawn.cruz.3783@gslingacademy.com,female,False,2,False,11,Designer,100,75,91,86,76,95,82
3784,Charlotte,Gardner,charlotte.gardner.3784@gslingacademy.com,female,False,4,False,34,Designer,77,80,81,79,94,95,75
3785,Travis,Andrews,travis.andrews.3785@gslingacademy.com,male,False,1,False,6,Designer,94,67,87,67,96,77,84
3786,Colleen,Davidson,colleen.davidson.3786@gslingacademy.com,female,False,5,False,10,Designer,61,80,98,87,91,71,89
3787,Kristen,Edwards,kristen.edwards.3787@gslingacademy.com,female,False,3,False,30,Designer,87,85,68,45,86,73,77
3788,Mitchell,Shaw,mitchell.shaw.3788@gslingacademy.com,male,False,5,False,11,Designer,80,81,85,90,88,85,78
3789,Lauren,Molina,lauren.molina.3789@gslingacademy.com,female,False,1,False,0,Designer,95,73,93,65,86,80,98
3790,Curtis,Kelly,curtis.kelly.3790@gslingacademy.com,male,True,2,False,4,Designer,76,58,100,89,77,76,81
3791,Sherry,Marshall,sherry.marshall.3791@gslingacademy.com,female,False,1,False,26,Designer,82,90,77,75,84,79,92
3792,Raul,Calhoun,raul.calhoun.3792@gslingacademy.com,male,False,5,False,1,Designer,69,86,81,77,76,82,68
3793,Veronica,Salazar,veronica.salazar.3793@gslingacademy.com,female,False,1,False,6,Designer,80,65,77,67,80,89,89
3794,Allison,Hart,allison.hart.3794@gslingacademy.com,female,False,0,False,19,Designer,92,81,73,77,86,100,76
3795,Gerardo,Reyes,gerardo.reyes.3795@gslingacademy.com,male,True,0,False,16,Designer,85,72,79,93,81,84,89
3796,Ethan,King,ethan.king.3796@gslingacademy.com,male,False,0,False,23,Designer,65,62,83,90,89,86,77
3797,Viola,Phillips,viola.phillips.3797@gslingacademy.com,female,False,2,False,21,Designer,91,69,84,90,95,86,100
3798,Natasha,Peters,natasha.peters.3798@gslingacademy.com,female,False,0,True,29,Designer,69,75,83,75,88,72,76
3799,Delilah,Holmes,delilah.holmes.3799@gslingacademy.com,female,False,0,False,6,Designer,75,74,69,73,81,100,79
3800,Ruben,Phelps,ruben.phelps.3800@gslingacademy.com,male,False,0,False,24,Designer,87,98,67,65,91,87,90
3801,Graham,Rollins,graham.rollins.3801@gslingacademy.com,male,False,0,False,40,Designer,71,80,74,98,93,87,88
3802,Riley,Young,riley.young.3802@gslingacademy.com,female,False,5,False,0,Designer,84,76,73,77,88,59,81
3803,Lydia,Hanna,lydia.hanna.3803@gslingacademy.com,female,True,2,False,21,Designer,74,96,82,73,90,90,92
3804,Leona,Fleming,leona.fleming.3804@gslingacademy.com,female,True,4,False,19,Designer,70,92,85,77,93,89,95
3805,Cody,Meyer,cody.meyer.3805@gslingacademy.com,male,False,2,False,1,Designer,85,70,65,66,75,73,75
3806,Parker,Mathews,parker.mathews.3806@gslingacademy.com,male,False,3,False,15,Designer,82,70,78,90,81,93,89
3807,Lindsay,Pitts,lindsay.pitts.3807@gslingacademy.com,female,False,3,False,3,Designer,81,100,59,65,81,89,79
3808,Paisley,Harvey,paisley.harvey.3808@gslingacademy.com,female,False,5,False,14,Designer,96,76,80,75,74,72,79
3809,Amelia,Padilla,amelia.padilla.3809@gslingacademy.com,female,False,0,False,15,Designer,67,88,50,81,83,91,78
3810,Tim,Petersen,tim.petersen.3810@gslingacademy.com,male,False,1,False,18,Designer,71,62,75,87,91,69,76
3811,Jeffrey,Munoz,jeffrey.munoz.3811@gslingacademy.com,male,False,3,False,25,Designer,90,69,74,74,95,74,97
3812,Omar,Novak,omar.novak.3812@gslingacademy.com,male,False,3,False,21,Designer,82,82,91,72,89,85,64
3813,Raul,Delgado,raul.delgado.3813@gslingacademy.com,male,True,3,False,25,Designer,69,68,94,78,85,95,76
3814,Marcos,Richards,marcos.richards.3814@gslingacademy.com,male,False,0,False,39,Designer,71,80,74,62,82,83,76
3815,Danny,Lawrence,danny.lawrence.3815@gslingacademy.com,male,True,4,False,20,Designer,58,76,84,75,79,82,83
3816,Elena,Le,elena.le.3816@gslingacademy.com,female,False,0,False,12,Designer,63,79,57,80,91,82,83
3817,Bryan,Kline,bryan.kline.3817@gslingacademy.com,male,False,2,True,7,Designer,100,75,78,79,86,93,94
3818,Mitchell,Lee,mitchell.lee.3818@gslingacademy.com,male,False,0,False,14,Designer,96,81,93,59,90,75,70
3819,Audrey,Koch,audrey.koch.3819@gslingacademy.com,female,False,4,False,16,Designer,100,67,84,57,89,76,80
3820,Zoey,Compton,zoey.compton.3820@gslingacademy.com,female,True,0,True,16,Designer,90,77,84,85,94,89,90
3821,Bella,Finley,bella.finley.3821@gslingacademy.com,female,False,3,False,25,Designer,71,70,63,79,83,79,93
3822,Audrey,Carpenter,audrey.carpenter.3822@gslingacademy.com,female,False,0,False,33,Designer,66,78,100,80,94,75,85
3823,Noah,Patel,noah.patel.3823@gslingacademy.com,male,False,3,False,20,Designer,85,86,70,79,81,99,82
3824,Jaime,Barrett,jaime.barrett.3824@gslingacademy.com,male,False,1,True,31,Designer,91,81,78,60,84,89,75
3825,Delilah,Buckley,delilah.buckley.3825@gslingacademy.com,female,False,5,False,37,Designer,75,100,86,96,84,94,90
3826,Catherine,Kidd,catherine.kidd.3826@gslingacademy.com,female,False,2,False,14,Designer,94,73,75,66,73,71,71
3827,Spencer,Singh,spencer.singh.3827@gslingacademy.com,male,False,1,False,16,Designer,94,83,59,63,79,100,85
3828,Eva,Holt,eva.holt.3828@gslingacademy.com,female,False,1,False,5,Designer,70,80,72,72,86,82,82
3829,Molly,Davenport,molly.davenport.3829@gslingacademy.com,female,False,0,False,25,Designer,81,83,86,59,87,79,86
3830,Shawna,Kirby,shawna.kirby.3830@gslingacademy.com,female,False,5,False,3,Designer,73,83,85,84,96,62,78
3831,John,Davis,john.davis.3831@gslingacademy.com,male,False,4,False,11,Designer,80,78,78,69,80,76,78
3832,Wesley,Mccall,wesley.mccall.3832@gslingacademy.com,male,False,4,False,10,Designer,88,66,84,50,77,83,81
3833,Kristen,Knox,kristen.knox.3833@gslingacademy.com,female,False,4,False,26,Designer,90,76,87,89,83,71,80
3834,Danny,Fleming,danny.fleming.3834@gslingacademy.com,male,False,1,False,23,Designer,84,78,94,90,96,79,82
3835,Melvin,Little,melvin.little.3835@gslingacademy.com,male,False,1,False,27,Designer,58,81,76,76,79,66,93
3836,Kylie,Gonzales,kylie.gonzales.3836@gslingacademy.com,female,False,2,True,20,Designer,87,79,100,89,93,90,83
3837,Reid,Rogers,reid.rogers.3837@gslingacademy.com,male,False,0,False,4,Designer,76,81,82,78,90,88,83
3838,Isaiah,Rojas,isaiah.rojas.3838@gslingacademy.com,male,False,0,False,13,Designer,83,88,66,87,92,86,94
3839,Paige,Rojas,paige.rojas.3839@gslingacademy.com,female,False,2,False,8,Designer,87,92,100,89,93,86,94
3840,Nova,Watkins,nova.watkins.3840@gslingacademy.com,female,False,3,False,29,Designer,99,91,100,91,92,87,84
3841,Kylie,Gardner,kylie.gardner.3841@gslingacademy.com,female,False,5,True,18,Designer,90,83,100,77,95,78,66
3842,Savannah,Cameron,savannah.cameron.3842@gslingacademy.com,female,False,0,False,15,Designer,76,76,75,74,91,79,91
3843,Lydia,Collins,lydia.collins.3843@gslingacademy.com,female,False,2,False,11,Designer,86,98,61,70,89,94,98
3844,Jaime,Aguilar,jaime.aguilar.3844@gslingacademy.com,male,False,1,False,4,Designer,77,58,70,69,80,65,82
3845,Malik,Allen,malik.allen.3845@gslingacademy.com,male,False,2,True,3,Designer,77,70,93,80,75,81,81
3846,Cameron,Washington,cameron.washington.3846@gslingacademy.com,male,False,0,False,27,Designer,79,75,81,72,88,67,85
3847,Michelle,Watkins,michelle.watkins.3847@gslingacademy.com,female,False,0,False,23,Designer,82,100,79,100,89,93,72
3848,Nellie,May,nellie.may.3848@gslingacademy.com,female,False,4,False,10,Designer,98,43,100,78,88,58,79
3849,Valentina,Fuentes,valentina.fuentes.3849@gslingacademy.com,female,False,1,False,15,Designer,90,79,83,98,92,97,92
3850,Malik,Malcolm,malik.malcolm.3850@gslingacademy.com,male,False,5,False,19,Designer,86,100,95,84,87,86,79
3851,Jamie,Torres,jamie.torres.3851@gslingacademy.com,male,False,5,False,33,Designer,89,76,94,80,88,89,88
3852,Stanley,Novak,stanley.novak.3852@gslingacademy.com,male,False,1,True,9,Designer,74,76,67,87,86,70,73
3853,Arturo,Grant,arturo.grant.3853@gslingacademy.com,male,False,7,True,18,Designer,70,84,72,65,71,79,76
3854,Austin,Contreras,austin.contreras.3854@gslingacademy.com,male,True,9,False,12,Designer,84,69,84,67,83,95,82
3855,Cecilia,Johnson,cecilia.johnson.3855@gslingacademy.com,female,False,0,False,23,Designer,93,89,78,86,84,78,100
3856,Brayden,Noble,brayden.noble.3856@gslingacademy.com,male,False,5,False,13,Designer,69,68,88,64,83,61,90
3857,Connor,Boyd,connor.boyd.3857@gslingacademy.com,male,False,2,True,3,Designer,84,73,64,55,83,86,89
3858,Samantha,Acosta,samantha.acosta.3858@gslingacademy.com,female,False,0,False,17,Designer,85,68,76,75,80,64,80
3859,Stephen,Brady,stephen.brady.3859@gslingacademy.com,male,False,1,False,22,Designer,90,70,84,94,95,83,85
3860,Lillian,Harvey,lillian.harvey.3860@gslingacademy.com,female,False,4,False,16,Designer,83,68,91,91,85,97,87
3861,Caroline,Kerr,caroline.kerr.3861@gslingacademy.com,female,False,7,True,9,Designer,95,63,100,68,85,77,82
3862,Charlotte,Contreras,charlotte.contreras.3862@gslingacademy.com,female,False,2,False,18,Designer,82,73,95,75,82,89,76
3863,Cooper,Willis,cooper.willis.3863@gslingacademy.com,male,False,1,False,13,Designer,70,73,84,79,87,75,92
3864,Randall,Figueroa,randall.figueroa.3864@gslingacademy.com,male,False,2,True,20,Designer,75,92,72,75,89,86,69
3865,Derek,Sparks,derek.sparks.3865@gslingacademy.com,male,False,3,False,5,Designer,67,76,86,89,74,94,70
3866,Miguel,Gilbert,miguel.gilbert.3866@gslingacademy.com,male,False,5,False,19,Designer,100,84,80,61,85,74,100
3867,Taylor,Gibbs,taylor.gibbs.3867@gslingacademy.com,female,False,2,False,16,Designer,99,66,81,91,85,70,93
3868,Abraham,Reynolds,abraham.reynolds.3868@gslingacademy.com,male,False,5,False,0,Designer,84,57,76,65,79,71,68
3869,Kaden,Diaz,kaden.diaz.3869@gslingacademy.com,male,False,0,False,14,Designer,60,88,86,87,80,74,75
3870,Joan,Frye,joan.frye.3870@gslingacademy.com,female,False,3,False,23,Designer,99,81,74,67,98,73,86
3871,Andrew,Farmer,andrew.farmer.3871@gslingacademy.com,male,False,3,False,23,Designer,53,65,91,86,74,91,80
3872,Brian,Bush,brian.bush.3872@gslingacademy.com,male,False,2,False,3,Designer,86,97,84,76,87,81,100
3873,Walter,Newman,walter.newman.3873@gslingacademy.com,male,False,4,True,17,Designer,94,47,95,58,84,95,75
3874,Tonya,Parker,tonya.parker.3874@gslingacademy.com,female,False,2,False,26,Designer,84,67,91,91,86,90,85
3875,Brooklyn,Harrison,brooklyn.harrison.3875@gslingacademy.com,female,False,2,False,12,Designer,66,62,99,87,84,85,80
3876,Adeline,Wiley,adeline.wiley.3876@gslingacademy.com,female,False,0,False,8,Designer,91,81,80,81,83,95,78
3877,Trevor,Coleman,trevor.coleman.3877@gslingacademy.com,male,False,3,False,24,Designer,100,72,83,85,92,56,97
3878,Courtney,Vargas,courtney.vargas.3878@gslingacademy.com,female,False,2,False,9,Designer,68,91,81,100,98,87,98
3879,Evan,Garza,evan.garza.3879@gslingacademy.com,male,False,1,False,35,Designer,84,71,90,81,92,85,100
3880,Olivia,Nichols,olivia.nichols.3880@gslingacademy.com,female,False,3,False,6,Designer,78,98,68,61,87,79,89
3881,Christian,Adams,christian.adams.3881@gslingacademy.com,male,True,4,False,5,Designer,70,82,94,88,79,84,85
3882,Larry,Hopkins,larry.hopkins.3882@gslingacademy.com,male,False,3,True,12,Designer,75,78,100,86,100,75,87
3883,Joanne,Jones,joanne.jones.3883@gslingacademy.com,female,True,5,False,10,Designer,83,81,89,72,92,57,78
3884,Seth,Wang,seth.wang.3884@gslingacademy.com,male,False,2,False,18,Designer,100,74,94,72,96,82,93
3885,Brandon,Black,brandon.black.3885@gslingacademy.com,male,False,1,False,13,Designer,98,95,89,64,92,90,86
3886,Norman,Shaw,norman.shaw.3886@gslingacademy.com,male,False,4,False,20,Designer,83,85,88,81,97,75,100
3887,Beckett,Price,beckett.price.3887@gslingacademy.com,male,False,4,False,24,Designer,64,81,82,96,86,90,90
3888,Nora,Cox,nora.cox.3888@gslingacademy.com,female,False,2,False,18,Designer,76,89,54,76,85,78,96
3889,Chad,Grimes,chad.grimes.3889@gslingacademy.com,male,False,1,False,20,Designer,85,70,100,83,90,74,83
3890,Tamara,Friedman,tamara.friedman.3890@gslingacademy.com,female,False,4,False,0,Designer,66,96,94,100,90,91,87
3891,Brett,Gillespie,brett.gillespie.3891@gslingacademy.com,male,False,2,False,21,Designer,93,76,88,83,80,98,96
3892,Javier,Jones,javier.jones.3892@gslingacademy.com,male,False,4,False,0,Designer,81,57,85,82,80,80,83
3893,Sandra,Parker,sandra.parker.3893@gslingacademy.com,female,False,2,False,25,Designer,85,93,86,89,88,85,97
3894,Nicholas,Hammond,nicholas.hammond.3894@gslingacademy.com,male,False,7,False,27,Designer,77,86,82,88,100,74,92
3895,Pamela,Gregory,pamela.gregory.3895@gslingacademy.com,female,False,2,False,9,Designer,88,68,69,55,83,71,74
3896,Kinsley,Jackson,kinsley.jackson.3896@gslingacademy.com,female,False,3,False,14,Designer,87,89,100,64,91,86,88
3897,Randy,Jones,randy.jones.3897@gslingacademy.com,male,False,4,False,15,Designer,65,81,79,86,100,78,82
3898,Martin,Lawson,martin.lawson.3898@gslingacademy.com,male,False,2,False,18,Designer,94,86,82,75,93,74,91
3899,Nevaeh,Pitts,nevaeh.pitts.3899@gslingacademy.com,female,False,2,False,13,Designer,85,76,83,64,80,86,81
3900,Gabriel,Medina,gabriel.medina.3900@gslingacademy.com,male,False,4,False,40,Designer,76,68,98,85,85,83,100
3901,Ryan,Lee,ryan.lee.3901@gslingacademy.com,male,False,2,True,19,Construction Engineer,99,94,87,71,89,91,96
3902,Michael,Gilmore,michael.gilmore.3902@gslingacademy.com,male,False,1,False,29,Construction Engineer,92,100,85,89,81,91,88
3903,Eric,Reyes,eric.reyes.3903@gslingacademy.com,male,False,2,False,18,Construction Engineer,91,73,99,70,63,80,78
3904,Anthony,Sullivan,anthony.sullivan.3904@gslingacademy.com,male,True,3,False,24,Construction Engineer,96,66,92,88,65,76,72
3905,Troy,Shepherd,troy.shepherd.3905@gslingacademy.com,male,False,4,False,33,Construction Engineer,86,88,99,79,93,97,91
3906,Alex,Clark,alex.clark.3906@gslingacademy.com,male,False,4,False,12,Construction Engineer,85,73,89,73,97,66,79
3907,Joe,Strickland,joe.strickland.3907@gslingacademy.com,male,False,4,False,32,Construction Engineer,91,73,86,73,84,60,71
3908,Christopher,Cook,christopher.cook.3908@gslingacademy.com,male,False,0,False,24,Construction Engineer,96,80,86,94,63,72,75
3909,Nathan,Padilla,nathan.padilla.3909@gslingacademy.com,male,False,2,False,12,Construction Engineer,89,65,82,65,76,95,62
3910,Jeffrey,Shannon,jeffrey.shannon.3910@gslingacademy.com,male,False,1,False,31,Construction Engineer,87,100,86,60,80,78,96
3911,Robert,Johnson,robert.johnson.3911@gslingacademy.com,male,False,2,False,24,Construction Engineer,94,72,96,93,93,79,64
3912,Joshua,Smith,joshua.smith.3912@gslingacademy.com,male,False,5,False,10,Construction Engineer,86,91,96,60,91,73,88
3913,Gary,Gray,gary.gray.3913@gslingacademy.com,male,False,7,True,21,Construction Engineer,91,76,96,77,99,64,83
3914,Cory,Harris,cory.harris.3914@gslingacademy.com,male,False,4,False,28,Construction Engineer,85,72,87,72,68,85,78
3915,Rodney,Bennett,rodney.bennett.3915@gslingacademy.com,male,False,2,False,15,Construction Engineer,92,63,91,65,69,94,98
3916,Richard,Anderson,richard.anderson.3916@gslingacademy.com,male,False,5,False,17,Construction Engineer,83,95,86,80,64,66,97
3917,Paul,Hale,paul.hale.3917@gslingacademy.com,male,False,5,False,33,Construction Engineer,82,92,95,61,84,81,82
3918,Andrew,Best,andrew.best.3918@gslingacademy.com,male,True,4,False,28,Construction Engineer,83,79,92,69,85,71,95
3919,Scott,Weaver,scott.weaver.3919@gslingacademy.com,male,False,2,False,35,Construction Engineer,96,90,91,95,99,95,99
3920,Alex,Farmer,alex.farmer.3920@gslingacademy.com,male,True,3,True,15,Construction Engineer,85,96,82,64,82,94,81
3921,Xavier,Johnson,xavier.johnson.3921@gslingacademy.com,male,False,2,True,21,Construction Engineer,83,75,84,68,95,80,88
3922,Jeremiah,Stanley,jeremiah.stanley.3922@gslingacademy.com,male,False,2,False,24,Construction Engineer,100,89,90,96,72,90,86
3923,Michael,Hinton,michael.hinton.3923@gslingacademy.com,male,False,1,True,29,Construction Engineer,84,66,99,80,71,88,89
3924,Jackson,Olson,jackson.olson.3924@gslingacademy.com,male,False,2,False,35,Construction Engineer,89,99,86,97,98,97,93
3925,Michael,Waters,michael.waters.3925@gslingacademy.com,male,False,3,False,19,Construction Engineer,80,88,94,94,100,99,99
3926,James,Mcgee,james.mcgee.3926@gslingacademy.com,male,False,9,False,14,Construction Engineer,99,74,98,69,69,64,96
3927,Jesse,Kelly,jesse.kelly.3927@gslingacademy.com,male,False,4,False,19,Construction Engineer,84,65,83,99,86,75,67
3928,Ryan,Soto,ryan.soto.3928@gslingacademy.com,male,False,7,False,14,Construction Engineer,84,100,99,94,84,86,63
3929,David,Cole,david.cole.3929@gslingacademy.com,male,False,7,False,31,Construction Engineer,80,87,94,68,89,82,76
3930,Andrew,Miller,andrew.miller.3930@gslingacademy.com,male,False,0,True,30,Construction Engineer,96,98,99,65,95,76,68
3931,John,Baker,john.baker.3931@gslingacademy.com,male,False,7,False,32,Construction Engineer,87,62,84,96,69,98,64
3932,Jeffery,Mcdonald,jeffery.mcdonald.3932@gslingacademy.com,male,False,0,False,13,Construction Engineer,87,63,81,85,62,98,81
3933,Jacob,Nguyen,jacob.nguyen.3933@gslingacademy.com,male,False,3,True,24,Construction Engineer,82,71,84,68,74,64,73
3934,Jonathan,Johnson,jonathan.johnson.3934@gslingacademy.com,male,False,0,False,13,Construction Engineer,94,88,98,64,99,98,96
3935,Stephen,Sosa,stephen.sosa.3935@gslingacademy.com,male,False,2,False,16,Construction Engineer,87,89,91,76,77,97,61
3936,Paul,Taylor,paul.taylor.3936@gslingacademy.com,male,False,6,False,35,Construction Engineer,90,86,99,94,100,89,85
3937,Nicholas,Wallace,nicholas.wallace.3937@gslingacademy.com,male,False,3,False,21,Construction Engineer,94,81,88,81,71,92,73
3938,Tyler,Martin,tyler.martin.3938@gslingacademy.com,male,False,7,True,16,Construction Engineer,83,73,82,62,92,68,76
3939,Kenneth,Turner,kenneth.turner.3939@gslingacademy.com,male,False,9,True,11,Construction Engineer,82,85,94,75,97,98,76
3940,Rick,Garcia,rick.garcia.3940@gslingacademy.com,male,False,1,True,12,Construction Engineer,94,65,90,79,97,76,75
3941,Frank,Schmitt,frank.schmitt.3941@gslingacademy.com,male,False,7,False,28,Construction Engineer,81,82,99,86,88,60,89
3942,Ronald,Lane,ronald.lane.3942@gslingacademy.com,male,False,3,False,27,Construction Engineer,96,70,82,71,99,90,65
3943,John,Stevenson,john.stevenson.3943@gslingacademy.com,male,False,5,False,27,Construction Engineer,98,100,100,81,73,75,99
3944,Danny,Taylor,danny.taylor.3944@gslingacademy.com,male,False,2,False,21,Construction Engineer,83,81,96,62,66,90,91
3945,Christopher,Lopez,christopher.lopez.3945@gslingacademy.com,male,False,2,False,13,Construction Engineer,97,65,96,92,91,66,74
3946,Gregory,Barton,gregory.barton.3946@gslingacademy.com,male,False,3,False,17,Construction Engineer,89,92,88,99,92,62,71
3947,Dakota,Clark,dakota.clark.3947@gslingacademy.com,male,False,1,False,14,Construction Engineer,90,73,98,72,69,84,86
3948,Carlos,Flynn,carlos.flynn.3948@gslingacademy.com,male,False,1,False,16,Construction Engineer,90,100,98,95,97,74,63
3949,James,Tate,james.tate.3949@gslingacademy.com,male,False,10,False,11,Construction Engineer,100,60,87,60,86,93,75
3950,Bradley,Cook,bradley.cook.3950@gslingacademy.com,male,False,3,False,34,Construction Engineer,99,93,98,74,87,88,78
3951,Nathan,Calhoun,nathan.calhoun.3951@gslingacademy.com,male,False,1,False,29,Construction Engineer,86,100,86,96,73,60,77
3952,Daniel,Thomas,daniel.thomas.3952@gslingacademy.com,male,False,1,False,33,Construction Engineer,90,86,100,90,76,66,83
3953,John,Wells,john.wells.3953@gslingacademy.com,male,False,0,True,23,Construction Engineer,94,61,81,64,75,72,61
3954,Mark,Robinson,mark.robinson.3954@gslingacademy.com,male,False,1,False,11,Construction Engineer,89,70,92,100,100,95,65
3955,Mark,Smith,mark.smith.3955@gslingacademy.com,male,False,2,False,29,Construction Engineer,87,86,95,92,91,79,64
3956,Jose,Hodge,jose.hodge.3956@gslingacademy.com,male,False,0,True,16,Construction Engineer,99,88,88,90,82,88,90
3957,Paul,Miller,paul.miller.3957@gslingacademy.com,male,False,7,True,11,Construction Engineer,97,91,91,61,68,77,97
3958,Todd,Williams,todd.williams.3958@gslingacademy.com,male,False,1,False,22,Construction Engineer,94,95,80,60,89,93,88
3959,Kenneth,Gallagher,kenneth.gallagher.3959@gslingacademy.com,male,False,2,True,18,Construction Engineer,82,61,89,88,74,78,72
3960,Ricky,Walker,ricky.walker.3960@gslingacademy.com,male,False,0,False,14,Construction Engineer,92,92,92,66,90,68,66
3961,Isaiah,Cruz,isaiah.cruz.3961@gslingacademy.com,male,True,6,False,15,Construction Engineer,90,71,93,73,80,78,69
3962,Brian,Wright,brian.wright.3962@gslingacademy.com,male,False,3,True,18,Construction Engineer,98,67,80,68,80,88,85
3963,Daniel,Poole,daniel.poole.3963@gslingacademy.com,male,False,4,True,23,Construction Engineer,96,89,86,84,64,60,66
3964,William,Khan,william.khan.3964@gslingacademy.com,male,False,2,False,16,Construction Engineer,87,80,85,60,96,81,83
3965,Victor,Andrade,victor.andrade.3965@gslingacademy.com,male,False,1,False,34,Construction Engineer,83,60,80,92,84,60,70
3966,Joseph,Hess,joseph.hess.3966@gslingacademy.com,male,False,3,False,35,Construction Engineer,85,90,96,95,95,88,90
3967,Jeremy,Tran,jeremy.tran.3967@gslingacademy.com,male,False,1,False,35,Construction Engineer,98,85,100,94,93,92,94
3968,Alan,Reynolds,alan.reynolds.3968@gslingacademy.com,male,False,2,False,30,Construction Engineer,83,77,84,73,75,84,82
3969,John,Dennis,john.dennis.3969@gslingacademy.com,male,False,5,False,24,Construction Engineer,87,88,100,74,69,51,92
3970,Rosa,Porter,rosa.porter.3970@gslingacademy.com,female,False,0,False,17,Construction Engineer,86,87,88,86,92,79,67
3971,Isaiah,Wagner,isaiah.wagner.3971@gslingacademy.com,male,False,1,False,12,Construction Engineer,80,68,97,95,88,79,80
3972,Lauren,Campbell,lauren.campbell.3972@gslingacademy.com,female,False,0,True,26,Construction Engineer,83,74,92,81,87,71,75
3973,Kylie,Fowler,kylie.fowler.3973@gslingacademy.com,female,False,0,False,18,Construction Engineer,89,73,88,100,78,85,68
3974,Viola,Stephens,viola.stephens.3974@gslingacademy.com,female,False,4,False,21,Construction Engineer,79,89,95,84,99,89,66
3975,Frederick,Calhoun,frederick.calhoun.3975@gslingacademy.com,male,False,1,False,26,Construction Engineer,79,76,87,100,65,81,63
3976,Isaiah,Zuniga,isaiah.zuniga.3976@gslingacademy.com,male,False,1,False,33,Construction Engineer,86,83,89,83,100,79,88
3977,Walter,Castro,walter.castro.3977@gslingacademy.com,male,False,2,False,9,Construction Engineer,81,90,89,87,92,79,59
3978,Mariah,Sandoval,mariah.sandoval.3978@gslingacademy.com,female,True,0,True,24,Construction Engineer,85,76,85,94,65,91,83
3979,Brayden,Gardner,brayden.gardner.3979@gslingacademy.com,male,False,3,True,29,Construction Engineer,100,64,77,80,69,76,87
3980,Jesse,Friedman,jesse.friedman.3980@gslingacademy.com,male,False,3,False,19,Construction Engineer,84,93,89,61,90,100,98
3981,Clinton,George,clinton.george.3981@gslingacademy.com,male,False,1,True,31,Construction Engineer,91,96,97,83,70,82,83
3982,Aaron,Stevens,aaron.stevens.3982@gslingacademy.com,male,False,0,False,14,Construction Engineer,84,70,82,66,89,81,78
3983,Justin,Thompson,justin.thompson.3983@gslingacademy.com,male,False,3,False,27,Construction Engineer,94,78,90,75,99,73,67
3984,Herbert,Martin,herbert.martin.3984@gslingacademy.com,male,False,6,False,17,Construction Engineer,83,70,90,90,100,82,76
3985,Patrick,Hayes,patrick.hayes.3985@gslingacademy.com,male,False,4,False,23,Construction Engineer,90,61,92,51,71,94,66
3986,Chelsea,Costa,chelsea.costa.3986@gslingacademy.com,female,False,0,False,27,Construction Engineer,86,80,92,88,85,77,80
3987,Ernesto,Hill,ernesto.hill.3987@gslingacademy.com,male,False,4,False,18,Construction Engineer,73,90,100,89,81,89,81
3988,Catherine,Avery,catherine.avery.3988@gslingacademy.com,female,False,0,True,27,Construction Engineer,89,100,91,65,82,88,96
3989,Logan,Santiago,logan.santiago.3989@gslingacademy.com,male,False,2,False,12,Construction Engineer,95,69,99,82,92,73,71
3990,Lisa,Fleming,lisa.fleming.3990@gslingacademy.com,female,False,4,False,26,Construction Engineer,87,92,98,79,87,87,83
3991,Jeffrey,Daniels,jeffrey.daniels.3991@gslingacademy.com,male,False,3,False,21,Construction Engineer,92,61,78,62,63,66,65
3992,Kevin,Mays,kevin.mays.3992@gslingacademy.com,male,False,6,False,20,Construction Engineer,99,74,84,88,69,84,90
3993,Angela,Roberts,angela.roberts.3993@gslingacademy.com,female,False,0,False,22,Construction Engineer,93,49,82,96,65,82,68
3994,Grace,Cabrera,grace.cabrera.3994@gslingacademy.com,female,True,0,False,14,Construction Engineer,89,96,92,64,72,69,85
3995,Travis,Miranda,travis.miranda.3995@gslingacademy.com,male,False,0,False,32,Construction Engineer,98,88,95,95,97,85,90
